,Date,Town,State/Province,Latitude,Longitude,Number,Image
255,10/25/13,Houston,TX,29.8,-95.4,1,
256,10/25/13,Katy,TX,29.8,-95.7,2,
257,10/25/13,Arlington,TX,32.6,-97.2,6,
258,10/25/13,Caswell Beach,NC,33.9,-78.1,8,
259,10/25/13,Mer Rouge,LA,32.8,-91.7,1,
260,10/25/13,McCordsville,IN,39.9,-85.9,1,
261,10/25/13,Pipe Creek,TX,29.7,-98.9,3,
262,10/25/13,Thomasville,GA,30.8,-84,3,
263,10/25/13,Old Tunnel State Park,TX,29.7,-99.4,2,
264,10/25/13,Blacklick,OH,40,-82.8,1,
265,10/25/13,San Antonio,TX,29.5,-98.5,1,
266,10/25/13,Kingstree,SC,33.7,-79.8,1,
267,10/25/13,Monterrey,NL,25.7,-100.3,1,
268,10/25/13,Austin,TX,30.2,-98,2,
269,10/25/13,Ramos Arizpe,COA,25.6,-101,6,
270,10/25/13,New Braunfels,TX,29.7,-98.2,4,
271,10/25/13,JimÃ©nez,COA,29.1,-100.7,4,
272,10/25/13,MÃºzquiz,COA,27.9,-101.5,9,
273,10/24/13,Marshall,TX,32.5,-94.3,2,
274,10/24/13,san antonio,TX,29.5,-98.5,10,
275,10/24/13,Comfort,TX,30,-98.7,6,
276,10/24/13,Laredo,TX,27.5,-99.5,1,
277,10/24/13,Mc Kinney,TX,33.2,-96.6,1,
278,10/24/13,Katy,TX,29.8,-95.7,1,
279,10/24/13,San Benito,TX,26.1,-97.7,5,
280,10/24/13,houston,TX,29.9,-95.6,1,
281,10/24/13,Pittsboro,NC,35.8,-79.2,1,
282,10/24/13,Saginaw,TX,32.9,-97.4,10,
283,10/24/13,Leander,TX,30.6,-97.9,1,
284,10/24/13,Mer Rouge,LA,32.8,-91.7,1,
285,10/24/13,Tyler,TX,32.3,-95.3,2,
286,10/24/13,Theodore,AL,30.5,-88.2,1,
287,10/24/13,beach city,TX,29.7,-94.9,4,
288,10/24/13,Ruckersville,VA,38.2,-78.4,1,
289,10/24/13,Monclova,COA,26.9,-101.4,3,
290,10/24/13,San NicolÃ¡s de los Garza,NL,25.8,-100.3,2,
291,10/24/13,Birmignham,AL,33.4,-86.7,1,
292,10/24/13,Montgomery,AL,32.4,-86.3,3,
293,10/23/13,Cub Run,KY,37.3,-86.1,1,
294,10/23/13,Katy,TX,29.8,-95.7,1,
295,10/23/13,Spring,TX,30.1,-95.4,6,
296,10/23/13,Ada,OK,34.8,-96.8,1,
297,10/23/13,Joplin,MO,37.1,-94.5,2,
298,10/23/13,League City,TX,29.5,-95.1,2,
299,10/23/13,Port Lavaca,TX,28.5,-96.7,11,
300,10/23/13,Apalachicola,FL,29.7,-85.1,2,
301,10/23/13,St. Marks,FL,30.2,-84.2,4,
302,10/23/13,fayetteville,AR,36,-94.1,4,
303,10/23/13,Salado,TX,30.9,-97.6,4,
304,10/23/13,San Antonio,TX,29.5,-98.5,15,
305,10/23/13,Friendswood,TX,29.5,-95.2,3,
306,10/23/13,Mer Rouge,LA,32.8,-91.7,2,
307,10/23/13,East Lyme,CT,41.4,-72.2,2,
308,10/23/13,Springfield,MO,37.2,-93.3,1,
309,10/23/13,Nowata,OK,36.7,-95.6,14,
310,10/23/13,Cape Hatteras,NC,35.2,-75.5,12,
311,10/23/13,Muzquiz,COA,27.9,-101.5,2,
312,10/23/13,San Pedro Garza GarcÃ­a,NL,25.8,-100.3,1,
313,10/23/13,Guadalupe,NL,25.7,-100.3,2,
314,10/23/13,Saltillo,COA,25.4,-101,4,
315,10/23/13,San Antonio,TX,29.7,-98.5,4,
316,10/23/13,La Muralla,COA,26.3,-101.4,18,
317,10/23/13,Piedras Negras,COA,28.7,-100.5,1,
318,10/22/13,Pittsburgh,PA,40.5,-80,1,
319,10/22/13,MT. PLEASANT,PA,40.2,-79.5,1,
320,10/22/13,Lexington,TN,35.7,-88.4,1,
321,10/22/13,marmora,NJ,39.3,-74.7,1,
322,10/22/13,Gainesville,GA,34.3,-83.8,2,
323,10/22/13,Plains,GA,32,-84.4,1,
324,10/22/13,Gainesville,GA,34.3,-83.8,3,
325,10/22/13,Keller,TX,32.9,-97.3,7,
326,10/22/13,Greensboro,NC,36.1,-79.8,1,
327,10/22/13,Bulverde,TX,29.8,-98.5,3,
328,10/22/13,Vian,OK,35.5,-95,1,
329,10/22/13,winston salem,NC,36.1,-80.2,1,
330,10/22/13,Montgomery,AL,32.4,-86.3,4,
331,10/22/13,Spring,TX,30.1,-95.4,5,
332,10/22/13,Brevard,NC,35.2,-82.8,3,
333,10/22/13,Eatonton,GA,33.3,-83.4,1,
334,10/22/13,San Benito,TX,26.1,-97.7,13,
335,10/22/13,Little Rock,AR,34.8,-92.4,3,
336,10/22/13,Nantucket,MA,41.3,-70.1,1,
337,10/22/13,Santa Catarina,NL,25.7,-100.5,7,
338,10/22/13,"Cole Camp, Mo.65325",MO,38.5,-93.2,1,
339,10/22/13,Hattiesburg,MS,31.2,-89.3,1,
340,10/22/13,Escobedo,NL,25.8,-100.2,1,
341,10/22/13,Piedras Negras,COA,28.7,-100.5,1,
342,10/22/13,Mountain View,AR,35.9,-92.1,1,
343,10/21/13,acuna,COA,29.4,-100.9,1,
344,10/21/13,Greenville,SC,34.8,-82.4,2,
345,10/21/13,LaGrange,KY,38.4,-85.3,5,
346,10/21/13,Lindale,TX,32.5,-95.4,1,
347,10/21/13,Katy,TX,29.8,-95.7,2,
348,10/21/13,Greensboro,NC,36.1,-79.8,1,
349,10/21/13,College Station,TX,30.6,-96.3,1,
350,10/21/13,"Lancaster,Ohio 43130",OH,39.7,-82.6,1,
351,10/21/13,Plainfield,IL,41.5,-88.2,1,
352,10/21/13,Woodstock,GA,34.1,-84.5,1,
353,10/21/13,San Benito,TX,26.1,-97.7,23,
354,10/21/13,Austin,TX,30.2,-97.7,2,
355,10/21/13,Robesonia,PA,40.4,-76.1,2,
356,10/21/13,Cockeysville,MD,39.5,-76.6,1,
357,10/21/13,Nescopeck,PA,41,-76.2,1,
358,10/21/13,MT. PLEASANT,PA,40.2,-79.5,5,
359,10/21/13,Hawley,PA,41.5,-75.2,1,
360,10/21/13,Houston,TX,29.8,-95.4,1,
361,10/21/13,Scottsville,KY,36.8,-86.2,2,
362,10/21/13,Dawsonville,GA,34.4,-84.2,3,
363,10/21/13,cortland,NY,42.6,-76.2,1,
364,10/21/13,Dunkirk,MD,38.7,-76.6,1,
365,10/21/13,Athens,GA,34,-83.6,6,
366,10/21/13,Lehighton,PA,40.8,-75.7,1,
367,10/21/13,Round Lake,NY,42.9,-73.8,1,
368,10/21/13,Boerne,TX,29.8,-98.8,1,
369,10/21/13,Austin,TX,30.2,-97.7,1,
370,10/21/13,Austin,TX,30.2,-97.7,10,
371,10/21/13,Gainesville,GA,34.3,-83.8,6,
372,10/21/13,Port Burwell,ON,42.7,-80.8,50,
373,10/21/13,Middle Bay Lighthouse,AL,30.4,-88,3,
374,10/21/13,Port Stanley,ON,42.7,-81.2,2,
375,10/21/13,Carrollton,VA,37,-76.5,1,
376,10/21/13,Bloomingdale,NJ,41,-74.3,1,
377,10/21/13,San Antonio,TX,29.5,-98.5,1,
378,10/21/13,Monterrey,NL,25.7,-100.3,1,
379,10/21/13,Piedras Negras,COA,28.7,-100.5,4,
380,10/21/13,Leander,TX,30.6,-97.9,2,
381,10/21/13,Annapolis,MD,39,-76.6,1,
382,10/21/13,Linares,NL,24.9,-99.6,5,
383,10/20/13,Austin,TX,30.2,-97.7,1,
384,10/20/13,Fort erie,ON,42.9,-78.9,1,
385,10/20/13,Champaign,IL,40.1,-88.2,1,
386,10/20/13,Charlotte,VT,44.3,-73.2,1,
387,10/20/13,Acuna,COA,29.4,-101,1,
388,10/20/13,Hallsville,TX,32.5,-94.5,1,
389,10/20/13,columbia,MO,38.9,-92.2,1,
390,10/20/13,Brooklyn,NY,40.7,-74,1,
391,10/20/13,Austin,TX,30.2,-97.7,5,
392,10/20/13,Austin,TX,30.2,-97.7,3,
393,10/20/13,Austin,TX,30.2,-97.7,5,
394,10/20/13,Fordyce,AR,33.8,-92.4,1,
395,10/20/13,Lexington,KY,38,-84.5,1,
396,10/20/13,Catawissa,MO,38.4,-90.8,2,
397,10/20/13,Pipe Creek,TX,29.7,-98.9,7,
398,10/20/13,Tarpley,TX,29.7,-99.4,23,
399,10/20/13,Chicago,IL,41.9,-87.6,1,
400,10/20/13,Cypress,TX,30,-95.7,2,
401,10/20/13,Champaign,IL,40.1,-88.2,1,
402,10/20/13,Maumelle,AR,34.9,-92.4,13,
403,10/20/13,Joplin,MO,37.1,-94.5,4,
404,10/20/13,Kirkwood,MO,38.6,-90.4,1,
405,10/20/13,Kirkwood,MO,38.6,-90.4,1,
406,10/20/13,Chattanooga,TN,35,-85.2,1,
407,10/20/13,San Benito,TX,26.1,-97.7,4,
408,10/20/13,Thomasville,GA,30.8,-84,2,
409,10/20/13,Amelia,OH,39,-84.2,1,
410,10/20/13,New Richmond,OH,39,-84.2,2,
411,10/20/13,Temecula,CA,33.5,-117.2,5,
412,10/20/13,MIDDLETOWN,VA,39,-78.3,3,
413,10/20/13,Kerrville,TX,30,-99.1,52,
414,10/20/13,Ecru,MS,34.3,-89,1,
415,10/20/13,Greenville,SC,34.8,-82.4,1,
416,10/20/13,Cameron,TX,30.8,-97,10,
417,10/20/13,Carmel,IN,40,-86.2,2,
418,10/20/13,Greenville,SC,34.8,-82.4,1,
419,10/20/13,Lexington,VA,37.8,-79.5,2,
420,10/20/13,Lindale,TX,32.5,-95.4,2,
421,10/20/13,Keller,TX,32.9,-97.3,12,
422,10/20/13,Chalk Mountain,TX,32.1,-97.9,75,
423,10/20/13,greensboro,NC,36.1,-79.8,1,
424,10/20/13,Tyler,TX,32.3,-95.3,7,
425,10/20/13,Waterford,VA,39.2,-77.6,1,
426,10/20/13,Prairieville,LA,30.3,-90.9,1,
427,10/20/13,Houston,TX,29.8,-95.4,1,
428,10/20/13,Nixa,MO,37,-93.3,1,
429,10/20/13,Arlington,TX,32.7,-97.1,7,
430,10/20/13,Lago Vista,TX,30.5,-98,3,
431,10/20/13,Grand Rapids,MI,43,-85.7,1,
432,10/20/13,Laurel Springs,NC,36.4,-81.3,1,
433,10/20/13,Springfield,OH,39.9,-83.8,2,
434,10/20/13,Saltillo,COA,25.4,-101,1,
435,10/20/13,Mer Rouge,LA,32.8,-91.7,7,
436,10/20/13,Bergman,AR,36.3,-93,2,
437,10/20/13,Kingsland,TX,30.7,-98.5,2,
438,10/20/13,Driftwood,TX,30.1,-98,16,
439,10/20/13,Ottumwa,IA,41,-92.4,1,
440,10/20/13,Pismo,CA,35.1,-120.6,25,
441,10/20/13,Salado,TX,30.9,-97.6,3,
442,10/20/13,Blowing Rock,NC,36,-81.8,1,
443,10/20/13,lebanon,TN,36.3,-86.3,1,
444,10/20/13,MÃºzquiz,COA,27.9,-101.5,3,
445,10/20/13,Los Pinolillos,NL,25.6,-100.1,16,
446,10/20/13,"Point Dume, Malibu",CA,34,-118.8,3,
447,10/20/13,Carmel,IN,40,-86.2,2,
448,10/20/13,Kingstree,SC,33.7,-79.8,3,
449,10/19/13,Hartselle,AL,34.4,-86.9,1,
450,10/19/13,Thousand Oaks,CA,34.2,-118.9,1,
451,10/19/13,mckinney,TX,33.2,-96.6,20,
452,10/19/13,Allen,TX,33.1,-96.6,1,
453,10/19/13,bradenton,FL,27.4,-82.5,2,
454,10/19/13,Jackson Center,PA,41.3,-80.1,4,
455,10/19/13,Fair Oaks Ranch,TX,29.7,-98.6,1,
456,10/19/13,Elephant Butte,NM,33.2,-107.2,1,
457,10/19/13,Prairieville,LA,30.3,-90.9,1,
458,10/19/13,WESTLAKE VILLAGE,CA,34.1,-118.9,1,
459,10/19/13,Gainesville,GA,34.3,-83.8,2,
460,10/19/13,Braidwood,IL,41.2,-88.2,2,
461,10/19/13,Peoria,IL,40.7,-89.6,1,
462,10/19/13,Tucson,AZ,32.2,-111,1,
463,10/19/13,San Benito,TX,26.1,-97.7,10,
464,10/19/13,San Benito,TX,26.1,-97.7,10,
465,10/19/13,Keller,TX,32.9,-97.3,23,
466,10/19/13,Rutherford,NJ,40.8,-74.1,1,
467,10/19/13,Asheville,NC,35.6,-82.6,1,
468,10/19/13,Nescopeck,PA,41,-76.2,1,
469,10/19/13,Saint-Armand,QC,45,-73.1,1,
470,10/19/13,"Robert Moses Beach, Babylon",NY,40.6,-73.3,9,
471,10/19/13,Cooperstown,NY,42.7,-74.9,2,
472,10/19/13,Toms River,NJ,40,-74.2,1,
473,10/19/13,Saltillo,COA,25.4,-101,1,
474,10/19/13,Parkville,MD,39.4,-74.4,1,
475,10/19/13,Lincoln,VT,44.1,-73,1,
476,10/19/13,Austin,TX,30.2,-97.7,7,
477,10/18/13,Charlotte,NC,35.2,-80.8,1,
478,10/18/13,Dover,DE,39.1,-75.5,2,
479,10/18/13,Waring,TX,29.9,-98.8,11,
480,10/18/13,Herndon,VA,39,-77.4,1,
481,10/18/13,Rio Medina,TX,29.5,-98.9,6,
482,10/18/13,Lexington,TN,35.7,-88.4,1,
483,10/18/13,Derwood,MD,39.1,-77.1,3,
484,10/18/13,Murfreesboro,TN,35.9,-86.4,1,
485,10/18/13,DeLancey,NY,42.2,-75,1,
